,Size & Momentum(2X3) Big - Down,Size & Momentum(2X3) Big - Medium,Size & Momentum(2X3x) BIg - Up,Size & Momentum(2X3) Small - Down,Size & Momentum(2X3) Small - Medium,Size & Momentum(2X3) Small - Up,UMD
2001-02-02 00:00:00,-0.55,-0.56,-1.12,0,0.05,1.76,0.595
2001-02-05 00:00:00,-7.27,-5.11,-3.04,-3.84,-2.17,-0.99,3.5399999999999996
2001-02-06 00:00:00,1.8,1.31,1.61,2.44,1.38,1.22,-0.7050000000000001
2001-02-07 00:00:00,-2.82,-2.1,-0.8,-1.36,-0.81,-0.83,1.275
2001-02-08 00:00:00,3.3,2.89,1.92,1.04,0.93,1.9,-0.26
2001-02-09 00:00:00,1.26,0.28,1.17,1.35,1.38,0.3,-0.5700000000000002
2001-02-12 00:00:00,1.78,0.68,1.08,1.75,0.95,1.33,-0.56
2001-02-13 00:00:00,0.48,-0.28,0.17,1.24,1.57,2.23,0.33999999999999997
2001-02-14 00:00:00,1.35,0.52,1.77,2.32,1.6,2.03,0.06499999999999995
2001-02-15 00:00:00,1.84,0.06,-0.5,0.88,0.18,0.2,-1.51
2001-02-16 00:00:00,-1.22,0.52,-0.67,-0.58,-0.82,-0.94,0.09499999999999997
2001-02-19 00:00:00,-0.59,-1.69,-0.34,3.71,2.7,2.09,-0.6850000000000002
2001-02-20 00:00:00,1.56,1.74,1.8,2.71,2.65,1.82,-0.32499999999999973
2001-02-21 00:00:00,-3.45,-2.99,-0.86,-0.39,0.14,-0.64,1.1700000000000002
2001-02-22 00:00:00,-4.16,-2.37,-0.67,-3.74,-3.24,-4.44,1.395
2001-02-23 00:00:00,0.82,0.11,-0.07,1.11,1.44,1.24,-0.3800000000000001
2001-02-26 00:00:00,0.21,0.04,1.02,1.87,1.79,1.48,0.20999999999999996
2001-02-27 00:00:00,-3.32,-1.26,-1.31,-2.16,-2.23,-0.93,1.62
2001-02-28 00:00:00,-1.28,0.46,-0.83,-1.87,0.33,-1.1,0.6100000000000001
2001-03-01 00:00:00,-1.28,0.46,-0.83,-1.87,0.33,-1.1,0.6100000000000001
2001-03-02 00:00:00,-8.06,-3.82,-2.05,-5.58,-3.41,-3.73,3.9300000000000006
2001-03-05 00:00:00,3.28,2.41,-0.27,0.43,0,0.01,-1.9849999999999999
2001-03-06 00:00:00,-2.01,0.51,0.31,0.3,1.04,1.46,1.7399999999999998
2001-03-07 00:00:00,1.37,1.04,-1.27,1.47,1.48,1.88,-1.115
2001-03-08 00:00:00,3.74,1.72,2.13,3.9,2.16,2.21,-1.6500000000000004
2001-03-09 00:00:00,-2.76,-2.8,-1.87,-1.07,0.42,0.84,1.4
2001-03-12 00:00:00,-5.55,-3.69,-3.82,-4.42,-2.17,-3.49,1.3299999999999992
2001-03-13 00:00:00,-6.33,-2.16,-4.11,-6.55,-5.41,-7.2,0.7849999999999993
2001-03-14 00:00:00,5.66,3.19,2.06,4.85,3.64,4.21,-2.12
2001-03-15 00:00:00,-0.15,-0.53,0.02,-1,-1.15,-1.68,-0.255
2001-03-16 00:00:00,-0.68,-0.73,-0.38,1.19,1.03,1.27,0.19000000000000006
2001-03-19 00:00:00,-0.3,-0.8,-0.71,-0.52,-0.91,0.33,0.22000000000000006
2001-03-20 00:00:00,0.03,-0.12,-1.16,0.57,0.68,0.09,-0.835
2001-03-21 00:00:00,-1.17,0.6,-0.18,0.16,0.99,0.3,0.565
2001-03-22 00:00:00,-1.1,-0.65,-2.09,-0.12,-0.94,0.12,-0.3749999999999998
2001-03-23 00:00:00,0.6,2.63,0.86,-0.49,0.37,-0.02,0.365
2001-03-26 00:00:00,5.92,1.5,1.19,1.98,1.02,0.31,-3.2
2001-03-27 00:00:00,-3.77,-2.81,-1.31,-2.49,-1.37,-0.93,2.01
2001-03-28 00:00:00,-2.49,-1.21,-0.08,-1.56,-1.54,-1.36,1.3050000000000002
2001-03-29 00:00:00,-0.8,-1.1,-1.1,-1.37,-0.54,-0.99,0.040000000000000036
2001-03-30 00:00:00,-1.3,0.14,-0.56,-1.41,-0.75,-0.82,0.665
2001-04-02 00:00:00,-0.46,-2.38,0.14,-0.26,-0.07,0.4,0.63
2001-04-03 00:00:00,-2.92,-3.65,0.61,-4,-2.98,-4.23,1.6499999999999997
2001-04-04 00:00:00,-2.35,-1.7,-2.23,-2.69,-2.43,-3.14,-0.16500000000000004
2001-04-05 00:00:00,-2.35,-1.7,-2.23,-2.69,-2.43,-3.14,-0.16500000000000004
2001-04-06 00:00:00,3.53,3.44,0.71,3.01,2.09,2.27,-1.7799999999999996
2001-04-09 00:00:00,-3,-2.24,-0.8,-2.19,-1.15,-1.59,1.3999999999999997
2001-04-10 00:00:00,-1.01,-0.87,-1.96,-0.13,0.16,0.42,-0.19999999999999996
2001-04-11 00:00:00,2.76,4.2,2.73,2.94,2.08,2.19,-0.3899999999999997
2001-04-12 00:00:00,1.3,2.08,-0.56,2.05,1.28,1.78,-1.065
2001-04-13 00:00:00,0.24,0.48,-0.05,1.42,1.28,1.32,-0.19499999999999995
2001-04-16 00:00:00,-1.65,-2.02,-0.72,0.38,0.11,0.33,0.44000000000000006
2001-04-17 00:00:00,0.39,1.76,0.17,0,0.57,0.99,0.38499999999999995
2001-04-18 00:00:00,7.28,5.28,4.87,3.41,2.38,2.11,-1.8550000000000004
2001-04-19 00:00:00,5.64,5.58,1.84,1.72,1.16,1.73,-1.8949999999999996
2001-04-20 00:00:00,-1.97,-1.73,-0.09,-2.67,-1.11,-0.23,2.1599999999999997
2001-04-23 00:00:00,4.61,0.55,1.01,1.02,0.34,0.42,-2.1000000000000005
2001-04-24 00:00:00,-0.85,-0.92,-0.56,-1.18,-0.22,-0.67,0.3999999999999999
2001-04-25 00:00:00,0.83,2.05,2.31,1.1,0.61,0.55,0.4650000000000001
2001-04-26 00:00:00,-1.83,-0.99,-0.26,-0.23,0.1,-0.36,0.72
2001-04-27 00:00:00,-1.78,-1.27,-0.19,-0.34,-0.15,-1.13,0.40000000000000013
2001-04-30 00:00:00,5.63,4,3.33,2.84,1.68,2.1,-1.5199999999999996
2001-05-01 00:00:00,5.63,4,3.33,2.84,1.68,2.1,-1.5199999999999996
2001-05-02 00:00:00,2.25,0.98,1.88,2.02,1,0.81,-0.7899999999999998
2001-05-03 00:00:00,-1.32,-0.06,0.33,-0.71,-0.5,-0.11,1.1250000000000002
2001-05-04 00:00:00,2.24,-0.27,1.03,0.57,0.28,0.26,-0.76
2001-05-07 00:00:00,4.03,1.67,1.94,2.94,1.14,1.19,-1.9200000000000004
2001-05-08 00:00:00,0.98,-1.32,-1.05,0.85,0.65,0.85,-1.0150000000000001
2001-05-09 00:00:00,-3.56,-2.53,-1.32,-2.24,-1.07,-0.31,2.0850000000000004
2001-05-10 00:00:00,2.3,0.41,0.28,1.52,1.17,0.83,-1.355
2001-05-11 00:00:00,0.24,0.34,0.21,0.75,0.23,0.4,-0.19
2001-05-14 00:00:00,2.86,-0.45,0.46,0.92,0.98,0.67,-1.3249999999999997
2001-05-15 00:00:00,-2.25,-0.99,0.56,-1.41,-0.78,-1.02,1.6
2001-05-16 00:00:00,-2.33,-1.48,-1.41,-0.21,0.07,-0.23,0.45000000000000007
2001-05-17 00:00:00,5.23,4.6,3.76,2.34,1.2,1.21,-1.3000000000000003
2001-05-18 00:00:00,-1.16,0.03,2.24,-0.08,-0.05,0.27,1.875
2001-05-21 00:00:00,2,2,4.17,3.31,2.9,0.81,-0.16500000000000004
2001-05-22 00:00:00,0.55,-0.15,-0.57,0.49,0.18,0.43,-0.59
2001-05-23 00:00:00,-0.72,0.22,0.74,0.71,1.15,0.78,0.765
2001-05-24 00:00:00,-0.05,-0.16,0.14,2.11,1.38,1.85,-0.03499999999999992
2001-05-25 00:00:00,0.45,0.37,0.09,1.27,1.34,0.72,-0.455
2001-05-28 00:00:00,-1.84,-0.49,-1.64,1.02,-0.17,0.65,-0.08499999999999991
2001-05-29 00:00:00,3.13,2.03,1.89,-0.99,0.33,-0.76,-0.5049999999999999
2001-05-30 00:00:00,-0.74,-0.88,0.02,-1,0.5,-0.36,0.7
2001-05-31 00:00:00,-2.87,-3.08,-1.91,-2.85,-0.79,-0.46,1.6750000000000003
2001-06-01 00:00:00,-1.6,-0.79,-1.05,-0.5,0.29,0.25,0.65
2001-06-04 00:00:00,0.32,0.72,0.59,1.62,1.63,1.1,-0.1250000000000001
2001-06-05 00:00:00,-2.56,-2.28,-1.55,-2.63,-1.12,-1.2,1.2199999999999998
2001-06-06 00:00:00,-2.56,-2.28,-1.55,-2.63,-1.12,-1.2,1.2199999999999998
2001-06-07 00:00:00,-0.56,1.05,-0.54,-1.02,-0.42,-1.07,-0.015000000000000013
2001-06-08 00:00:00,4.27,3.48,3.08,1.43,0.94,0.78,-0.9199999999999995
2001-06-11 00:00:00,-2.58,-3.01,-1.13,-0.44,0.73,0.24,1.065
2001-06-12 00:00:00,-0.58,-0.18,0.44,0.36,0.62,0.43,0.5449999999999999
2001-06-13 00:00:00,1.77,1.25,0.73,1,0.51,0.81,-0.615
2001-06-14 00:00:00,-1.04,0.12,0.25,1.39,1.19,0.64,0.2700000000000001
2001-06-15 00:00:00,0.33,0.71,1.46,0.58,1.16,1.4,0.975
2001-06-18 00:00:00,-1.92,-1.87,-1.59,0.79,1.79,1.35,0.44499999999999995
2001-06-19 00:00:00,-0.41,-0.84,1.17,-0.57,-0.17,-0.38,0.885
2001-06-20 00:00:00,-3.58,-2.44,-1.49,-2.41,-1.69,-1.75,1.375
2001-06-21 00:00:00,2.1,-0.66,-0.08,0.23,0.89,1.13,-0.6400000000000001
2001-06-22 00:00:00,0.87,0.05,1.05,-0.1,-0.34,-0.01,0.135
2001-06-25 00:00:00,-2.99,-0.11,0.49,-1.29,-1.07,-0.64,2.065
2001-06-26 00:00:00,-2.37,-1.68,-1.13,-4.12,-3.58,-3.49,0.935
2001-06-27 00:00:00,-2.55,-0.2,0.32,-1.01,-0.92,-1.78,1.0499999999999998
2001-06-28 00:00:00,-0.27,-0.22,-0.43,0.86,0.47,1.35,0.1650000000000001
2001-06-29 00:00:00,1.41,2.58,2.31,1.58,0.89,1.28,0.2999999999999998
2001-07-02 00:00:00,1.87,-1.13,-0.46,0.51,0.68,0.53,-1.155
2001-07-03 00:00:00,0.65,-0.63,-1.79,0.43,0.1,0.17,-1.35
2001-07-04 00:00:00,-0.09,0.66,0.98,-0.48,0.06,-0.06,0.7449999999999999
2001-07-05 00:00:00,-1.28,-0.65,0.13,-0.56,-0.27,0.22,1.095
2001-07-06 00:00:00,-3.47,-2.35,-1.73,-3.17,-2.22,-1.79,1.5600000000000003
2001-07-09 00:00:00,-4.66,-2.5,-2.03,-7.32,-5.57,-5.31,2.3200000000000003
2001-07-10 00:00:00,-0.87,-0.15,0.48,1.89,1.63,1.72,0.5900000000000001
2001-07-11 00:00:00,-1.08,-1.74,-0.86,-3.26,-2.27,-2.75,0.365
2001-07-12 00:00:00,2.78,1.58,-0.02,5.48,3.18,3.27,-2.505
2001-07-13 00:00:00,-3,-1.8,-1.56,-3.96,-1.84,-1.54,1.93
2001-07-16 00:00:00,0.93,-0.13,-0.32,-0.13,0.32,0.18,-0.47000000000000003
2001-07-17 00:00:00,0.93,-0.13,-0.32,-0.13,0.32,0.18,-0.47000000000000003
2001-07-18 00:00:00,-0.77,-2.64,-2.33,-2.98,-2.17,-2.33,-0.45500000000000007
2001-07-19 00:00:00,3.47,0.25,-1.23,-1.11,-1.37,-1.94,-2.765
2001-07-20 00:00:00,-0.84,-1.92,-2.04,-1.87,-1.04,-1.25,-0.29000000000000004
2001-07-23 00:00:00,-1.78,-2.94,-2.98,-5.59,-4.66,-5.01,-0.31000000000000005
2001-07-24 00:00:00,1.2,0.33,0.05,0.04,-0.08,-0.79,-0.99
2001-07-25 00:00:00,-0.33,-0.68,0.09,-0.9,-0.04,-0.49,0.415
2001-07-26 00:00:00,0.19,0.29,1.22,2.47,1.89,2.76,0.6599999999999997
2001-07-27 00:00:00,3.19,2,1.68,3.46,2.53,2.56,-1.205
2001-07-30 00:00:00,-1.16,-2.07,-1.21,-0.97,-0.64,-0.3,0.30999999999999994
2001-07-31 00:00:00,1.89,1.36,1.24,1.96,1.44,2.09,-0.2599999999999998
2001-08-01 00:00:00,4.86,3.23,3.33,3.03,2.17,2.02,-1.2700000000000005
2001-08-02 00:00:00,-0.38,1.26,2.65,0.01,-0.21,-0.32,1.35
2001-08-03 00:00:00,-0.24,0.49,0.22,0.06,0.34,0.16,0.28
2001-08-06 00:00:00,0.88,-0.05,-0.26,0.74,0.79,0.52,-0.68
2001-08-07 00:00:00,-0.86,-0.27,0.34,-0.64,-0.6,0.33,1.085
2001-08-08 00:00:00,-0.82,-0.29,0.37,-0.38,-0.16,0.28,0.925
2001-08-09 00:00:00,-3.35,-2.27,-3.06,-1.9,-1.5,-1.26,0.46499999999999986
2001-08-10 00:00:00,1.37,1.44,-0.34,1.35,0.96,1.2,-0.9300000000000002
2001-08-13 00:00:00,1.27,0.66,0.42,0.42,0.64,1.38,0.05499999999999994
2001-08-14 00:00:00,2.6,2.77,2.73,0,0.68,0.33,0.22999999999999998
2001-08-15 00:00:00,2.6,2.77,2.73,0,0.68,0.33,0.22999999999999998
2001-08-16 00:00:00,-1.06,2.36,0.96,-2.04,-0.79,0.11,2.085
2001-08-17 00:00:00,0.25,-0.11,-0.56,0.01,-0.42,-0.19,-0.505
2001-08-20 00:00:00,-2.97,-1.72,-1.77,-2.72,-1.98,-1.49,1.2150000000000003
2001-08-21 00:00:00,-0.15,0.59,0.36,0.51,0.67,1.59,0.7950000000000002
2001-08-22 00:00:00,1.48,1.21,0.57,-0.32,0.03,0.17,-0.20999999999999996
2001-08-23 00:00:00,-0.79,-0.85,-0.98,-1.38,-0.52,-0.47,0.36
2001-08-24 00:00:00,-0.21,-0.21,0.47,-0.62,-0.04,0.17,0.735
2001-08-27 00:00:00,2.05,0.84,1.39,0.64,0.75,1.04,-0.13000000000000012
2001-08-28 00:00:00,-0.68,-0.64,-0.06,-0.22,0.18,0.27,0.555
2001-08-29 00:00:00,-1.53,-1.69,-2.56,-3.36,-3.13,-3.45,-0.56
2001-08-30 00:00:00,-0.21,-0.34,-0.64,-1.22,-0.81,-0.05,0.36999999999999994
2001-08-31 00:00:00,-3.3,-3.4,-3.93,-5.31,-4.46,-5.19,-0.2550000000000008
2001-09-03 00:00:00,-0.81,-0.61,-0.4,-0.41,-0.27,-0.59,0.11499999999999999
2001-09-04 00:00:00,3.55,2.97,2.72,2.93,1.81,2.33,-0.7149999999999999
2001-09-05 00:00:00,0.27,-2.29,-0.08,-1.68,-0.46,0.43,0.8799999999999999
2001-09-06 00:00:00,1.05,-0.19,0.76,1.77,1.56,1.48,-0.29000000000000004
2001-09-07 00:00:00,0.34,0.33,0.73,0.54,0.59,0.35,0.09999999999999998
2001-09-10 00:00:00,-1.39,-1.17,0.19,-0.02,0.63,0.05,0.825
2001-09-11 00:00:00,-2.36,-1.76,-1.65,-0.73,-0.26,-0.3,0.57
2001-09-12 00:00:00,-12.84,-11.74,-11.5,-12.01,-12.84,-12.81,0.2699999999999996
2001-09-13 00:00:00,2.71,4.64,5.37,-2.74,0.35,1.69,3.5450000000000004
2001-09-14 00:00:00,-4.76,-2.53,-4.96,-9.87,-8.49,-7.72,0.9749999999999996
2001-09-17 00:00:00,-5.1,-2.41,-2.93,-10.36,-9.09,-8.82,1.8549999999999995
2001-09-18 00:00:00,5.07,3.35,3.62,7.82,7.29,7.21,-1.0300000000000002
2001-09-19 00:00:00,0.98,0.21,0.61,2.43,2.29,2.33,-0.2350000000000001
2001-09-20 00:00:00,-0.13,-1.3,-1.84,-3.47,-1.99,-1.94,-0.09000000000000008
2001-09-21 00:00:00,1.75,-2.67,-0.97,-1.41,-0.9,-1.71,-1.5099999999999998
2001-09-24 00:00:00,1.76,2.41,1.28,3.47,3.23,3.39,-0.28000000000000025
2001-09-25 00:00:00,-3.17,-2.28,-1.29,-2.4,-1.48,-2.12,1.08
2001-09-26 00:00:00,0.55,-0.41,0.88,1.6,1.13,1.38,0.054999999999999716
2001-09-27 00:00:00,-0.11,-0.58,1.24,3.05,1.51,1.16,-0.27
2001-09-28 00:00:00,1.74,1.73,2.2,2.96,2.39,2.33,-0.08499999999999996
2001-10-01 00:00:00,1.74,1.73,2.2,2.96,2.39,2.33,-0.08499999999999996
2001-10-02 00:00:00,1.74,1.73,2.2,2.96,2.39,2.33,-0.08499999999999996
2001-10-03 00:00:00,1.74,1.73,2.2,2.96,2.39,2.33,-0.08499999999999996
2001-10-04 00:00:00,6.56,4.18,5.16,8.27,5.32,5.55,-2.0599999999999987
2001-10-05 00:00:00,-1.18,0.26,0.1,-1.31,-0.69,-0.99,0.8
2001-10-08 00:00:00,-1.3,-1.34,-0.85,-1.49,-1.58,-1.43,0.2550000000000001
2001-10-09 00:00:00,3.71,2.69,1.23,5.97,3.79,4.27,-2.09
2001-10-10 00:00:00,-0.99,-0.68,-0.82,1.82,0.94,1.39,-0.13000000000000006
2001-10-11 00:00:00,3.4,3.05,1.92,3.14,2.61,3.15,-0.7349999999999999
2001-10-12 00:00:00,0.84,-0.37,0.41,-0.89,0.49,0.47,0.46499999999999997
2001-10-15 00:00:00,0.35,-1,0.44,1.86,0.97,1.38,-0.19500000000000006
2001-10-16 00:00:00,1.83,1.57,1.96,1.94,1.4,2.12,0.15500000000000003
2001-10-17 00:00:00,1,1.22,1.36,1.9,1.47,1.24,-0.1499999999999999
2001-10-18 00:00:00,-1.16,-0.84,-0.46,-2.26,-0.85,-0.9,1.0299999999999998
2001-10-19 00:00:00,0.98,0.77,0.46,0.97,1.46,1.25,-0.12
2001-10-22 00:00:00,0.99,-0.02,0.02,3.86,2.48,2.81,-1.0099999999999998
2001-10-23 00:00:00,-0.65,0.61,-0.09,1.14,0.37,-0.84,-0.71
2001-10-24 00:00:00,2.37,2.21,2.03,-0.57,-0.48,-0.83,-0.30000000000000027
2001-10-25 00:00:00,-0.53,-0.48,1.54,-0.66,-0.3,0.26,1.495
2001-10-26 00:00:00,0.08,0.5,0.4,0.52,0.09,-0.09,-0.14499999999999996
2001-10-29 00:00:00,-0.09,1.43,-0.41,0.2,0.03,0.61,0.045
2001-10-30 00:00:00,-3.63,-3.02,-1.28,-3.97,-2.61,-2.25,2.0349999999999997
2001-10-31 00:00:00,1.78,0.54,0.71,1.89,1.62,1,-0.98
2001-11-01 00:00:00,1.42,1.08,1.24,2.74,2.29,1.45,-0.7350000000000001
2001-11-02 00:00:00,1.23,0.92,2.02,-0.29,0.01,0.09,0.585
2001-11-05 00:00:00,1.66,2.03,2.85,2.66,1.86,1.45,-0.010000000000000231
2001-11-06 00:00:00,0.21,0.81,0.78,1.08,1.2,0.93,0.20999999999999996
2001-11-07 00:00:00,-0.3,-0.85,-0.04,-1.35,-0.4,-0.52,0.545
2001-11-08 00:00:00,2.1,2.26,0.87,1.64,0.84,0.36,-1.2550000000000001
2001-11-09 00:00:00,1.49,1.08,-0.85,0.58,0.24,-0.12,-1.52
2001-11-12 00:00:00,3.69,0.7,0.72,3.42,1.99,0.89,-2.75
2001-11-13 00:00:00,1.35,0.82,-0.91,-1.36,-0.84,-0.48,-0.6900000000000001
2001-11-14 00:00:00,2.54,3.17,2.85,2.46,1.54,1.34,-0.4049999999999998
2001-11-15 00:00:00,-0.61,0.02,-0.09,-1.96,-1.29,-0.83,0.825
2001-11-16 00:00:00,0.77,0.67,1.04,-0.23,0.52,0.7,0.6
2001-11-19 00:00:00,2.22,2.83,1.46,1.6,1.25,1.02,-0.6700000000000002
2001-11-20 00:00:00,-2.02,-1.84,-0.23,-1.39,-0.37,0.01,1.595
2001-11-21 00:00:00,-0.22,-0.47,0.93,-0.12,-0.14,-0.19,0.54
2001-11-22 00:00:00,2.18,1.33,0.8,0,0.21,0.21,-0.5850000000000001
2001-11-23 00:00:00,3.64,3.54,2.31,-0.4,0.18,-0.07,-0.5
2001-11-26 00:00:00,5.18,4.05,5.08,0.24,0.99,1.88,0.77
2001-11-27 00:00:00,-0.56,-0.62,0.14,0.5,-0.21,-0.63,-0.21499999999999997
2001-11-28 00:00:00,-6.18,-5.9,-5.7,-5.55,-4.18,-3.63,1.2000000000000002
2001-11-29 00:00:00,1.23,-1.36,2.05,1.06,0.66,0.53,0.14500000000000002
2001-11-30 00:00:00,2.02,2.25,3.3,1.3,1.27,1.38,0.6799999999999997
2001-12-03 00:00:00,0.72,0.86,2.1,-0.16,0.56,0.95,1.2449999999999999
2001-12-04 00:00:00,-0.48,0.46,-1.49,-0.37,0.16,0.38,-0.12999999999999995
2001-12-05 00:00:00,4.15,7.86,2.26,2.4,1.17,0.61,-1.8400000000000005
2001-12-06 00:00:00,-1.36,0.28,0.24,-0.29,0.03,-0.46,0.7150000000000001
2001-12-07 00:00:00,3.15,2.63,2.26,1.26,1.38,0.86,-0.6450000000000002
2001-12-10 00:00:00,-3.02,-5.59,-4.03,1.48,0.5,-0.56,-1.525
2001-12-11 00:00:00,0.29,0.15,-0.07,-0.45,0.27,-0.33,-0.12
2001-12-12 00:00:00,1.14,2.58,1.89,1.72,0.49,0.21,-0.3799999999999999
2001-12-13 00:00:00,-1.43,-1.07,1.27,1.08,0.56,0.6,1.1099999999999999
2001-12-14 00:00:00,-1.89,-2.54,-0.25,-0.45,0.35,0.56,1.325
2001-12-17 00:00:00,-2.34,-3.05,-2.7,-0.99,-1.34,-1.49,-0.43000000000000016
2001-12-18 00:00:00,-3.63,0.42,-2.01,-3.87,-2.18,-1.97,1.7600000000000002
2001-12-19 00:00:00,-1.25,0.54,0.89,-3.97,-2.53,-1.85,2.1300000000000003
2001-12-20 00:00:00,2.78,3.11,3.52,0.57,0.74,0.79,0.4800000000000004
2001-12-21 00:00:00,-3.13,-3,-3.01,-3.31,-1.66,-1.8,0.815
2001-12-24 00:00:00,0.82,0.46,-0.61,-1.25,-0.41,-0.42,-0.3
2001-12-25 00:00:00,0.82,0.46,-0.61,-1.25,-0.41,-0.42,-0.3
2001-12-26 00:00:00,1.74,0.81,0.59,0.58,1.28,0.38,-0.6749999999999999
2001-12-27 00:00:00,1.22,2.09,2.9,1.33,-0.35,0.02,0.18500000000000005
2001-12-28 00:00:00,3.23,4.23,4.11,2.9,2.14,2.51,0.2450000000000001
2001-12-31 00:00:00,3.23,4.23,4.11,2.9,2.14,2.51,0.2450000000000001
2002-01-01 00:00:00,3.23,4.23,4.11,2.9,2.14,2.51,0.2450000000000001
2002-01-02 00:00:00,3.16,5.64,3.8,2.56,1.26,1.92,0
2002-01-03 00:00:00,1.01,-0.88,0.81,0.11,-0.28,0.6,0.14500000000000002
2002-01-04 00:00:00,0.64,3.83,1.47,0.67,0.58,0.56,0.3600000000000001
2002-01-07 00:00:00,-1.7,1.18,1.72,0.28,0.03,0.42,1.78
2002-01-08 00:00:00,-1.55,-2.17,-2.26,-0.27,-0.04,0.16,-0.1399999999999998
2002-01-09 00:00:00,1.09,2.68,2.28,1.55,1.1,0.72,0.17999999999999994
2002-01-10 00:00:00,-2.87,-2.85,-2.35,0.51,0.13,0.12,0.06500000000000017
2002-01-11 00:00:00,0.79,-1.09,0.01,0.52,0.01,-0.41,-0.855
2002-01-14 00:00:00,1.35,3.59,0.17,0.25,0.28,0.19,-0.6200000000000001
2002-01-15 00:00:00,-3.12,-3.73,-2.63,-1.95,-1.7,-1.33,0.5550000000000002
2002-01-16 00:00:00,0.24,-1.97,-1.37,-1.03,-0.67,-0.15,-0.365
2002-01-17 00:00:00,-0.09,-0.18,0.95,-0.66,-0.77,-0.57,0.565
2002-01-18 00:00:00,-0.86,-0.66,-1.28,-0.21,-0.4,-0.03,-0.12
2002-01-21 00:00:00,1.45,0.59,2.45,0.32,0.75,0.44,0.56
2002-01-22 00:00:00,-0.23,1.81,1.31,0.77,0.28,0.08,0.42500000000000004
2002-01-23 00:00:00,1.82,2.85,2.79,0.71,0.72,0.86,0.5599999999999998
2002-01-24 00:00:00,0.79,1.66,2.98,0.11,0.94,0.91,1.495
2002-01-25 00:00:00,1.88,2.21,1.24,2.24,1.59,1.24,-0.8200000000000001
2002-01-28 00:00:00,0.68,0.81,2.32,4.01,3.25,2.41,0.020000000000000462
2002-01-29 00:00:00,-0.12,-1.18,-0.76,0.83,0.86,0.6,-0.435
2002-01-30 00:00:00,-2.15,-3.73,-4.03,-1.6,-0.62,-0.71,-0.4950000000000001
2002-01-31 00:00:00,-0.87,0.12,0.49,2.59,2.34,2.75,0.7600000000000002
2002-02-01 00:00:00,-1.27,-0.56,-1.4,-1.37,-1.33,-0.76,0.24
2002-02-04 00:00:00,-2.64,-1.11,-2.48,-1.82,-1.76,-1,0.49
2002-02-05 00:00:00,0.83,1.83,0.22,-0.41,-0.25,-0.56,-0.38
2002-02-06 00:00:00,0.24,0.33,0.73,-0.89,-0.37,-0.27,0.5549999999999999
2002-02-07 00:00:00,-3.34,-1.79,-1.25,-3.33,-2.49,-1.88,1.77
2002-02-08 00:00:00,1.41,1.63,1.84,0.44,0.68,1.11,0.5500000000000002
2002-02-11 00:00:00,1.41,1.63,1.84,0.44,0.68,1.11,0.5500000000000002
2002-02-12 00:00:00,1.41,1.63,1.84,0.44,0.68,1.11,0.5500000000000002
2002-02-13 00:00:00,1.41,1.63,1.84,0.44,0.68,1.11,0.5500000000000002
2002-02-14 00:00:00,5.69,8.06,7.09,2.47,2.04,2.5,0.7149999999999999
2002-02-15 00:00:00,-1.75,-2.1,0.27,0.33,0.54,1.44,1.565
2002-02-18 00:00:00,1.35,1.36,0.88,0.59,1.15,1.8,0.3700000000000001
2002-02-19 00:00:00,-0.93,-1.02,-0.52,0.75,0.4,0.44,0.05000000000000002
2002-02-20 00:00:00,-0.54,-0.26,-1.24,-0.56,-0.2,0.24,0.050000000000000044
2002-02-21 00:00:00,2.52,0.97,1.25,1.32,1.88,2.06,-0.2649999999999999
2002-02-22 00:00:00,1.24,1.03,0.32,0.08,0.37,-0.3,-0.65
2002-02-25 00:00:00,-0.1,-0.44,0.18,0.25,0.47,0.08,0.05500000000000001
2002-02-26 00:00:00,1.45,0.96,1.24,0.45,0.26,-0.2,-0.42999999999999994
2002-02-27 00:00:00,2.3,2.4,3.33,0.61,0.93,1.26,0.8400000000000001
2002-02-28 00:00:00,0.89,-1.23,0.93,0.31,0.83,0.17,-0.04999999999999993
2002-03-01 00:00:00,0.89,-1.23,0.93,0.31,0.83,0.17,-0.04999999999999993
2002-03-04 00:00:00,3.89,2.45,1.69,3.57,2.72,2.64,-1.565
2002-03-05 00:00:00,-0.05,1.22,0.91,2.32,0.8,0.12,-0.62
2002-03-06 00:00:00,0.95,0.16,-0.53,1.81,1.09,1.4,-0.945
2002-03-07 00:00:00,-2.83,-1.55,-0.48,-0.67,0.15,-0.11,1.455
2002-03-08 00:00:00,1.01,-0.71,-0.48,0.1,0.57,0.14,-0.7250000000000001
2002-03-11 00:00:00,0.31,0.37,1.21,2.94,1.98,1.71,-0.16500000000000004
2002-03-12 00:00:00,1.2,1.66,3.84,0.02,-0.5,0.77,1.6949999999999998
2002-03-13 00:00:00,-0.24,0.04,1.43,-0.79,0.25,0.87,1.665
2002-03-14 00:00:00,1.28,-0.08,2.42,0.37,0.25,1.25,1.01
2002-03-15 00:00:00,1.18,-0.2,1.68,1.12,2.03,2.21,0.7949999999999999
2002-03-18 00:00:00,2.94,0.66,1.11,2.44,2.37,1.98,-1.145
2002-03-19 00:00:00,0.76,3.16,1.38,1.65,1.68,2.15,0.5599999999999998
2002-03-20 00:00:00,0.21,-0.18,-1.15,-0.41,0.07,0.57,-0.19
2002-03-21 00:00:00,1.49,-0.37,-0.53,0.07,-0.12,0.22,-0.935
